区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
山西·临汾·洪洞县,洪洞大槐树,1593121255,文化古迹,5A景区,热度 1.0,山西省临汾市洪洞县古槐北路公园街002号,问我祖先在何处，山西洪洞大槐树,"111.681287,36.275181"
江苏·苏州·金阊区,七里山塘,2086978906,文化古迹,4A景区,热度 0.74,江苏省苏州市金阊区广济路218号,弯月般的石桥，白墙灰瓦的古宅,"120.609739,31.322922"
江苏·扬州·维扬区,大明寺,2002297980,文化古迹,4A景区,热度 0.76,江苏省扬州市邗江区平山堂东路1号,历史文化内涵十分丰富的民族文化宝藏,"119.419311,32.425243"
四川·阿坝藏族羌族自治州·松潘县,黄龙风景区,3863969464,文化古迹,5A景区,热度 0.74,四川省阿坝藏族羌族自治州松潘县,保护完好的高原湿地,"103.839798,32.75533"
四川·绵阳·江油市,太白碑林,4123491125,文化古迹,,热度 0.0,四川省江油市青莲镇天宝山,弘扬李白文化 展现李白文化,"104.699002,31.675048"
江苏·镇江·润州区,镇江金山,2378116228,文化古迹,5A景区,热度 0.0,江苏省镇江市润州区金山路62号,法海岂能懂爱，白娘娘大发雌威之地,"119.422532,32.225542"
西藏·拉萨·城关区,大昭寺,1594051451,文化古迹,5A景区,热度 0.9199999999999999,西藏拉萨市城关区中心八角街,西藏辉煌的一座吐蕃时期的建筑,"91.140356,29.65617"
江苏·南京·下关区,南京阅江楼,65647061,文化古迹,4A景区,热度 0.78,江苏省南京市下关区建宁路202号,狮子山巅凭栏阅江，品六百年传奇之楼,"118.75312,32.099764"
浙江·宁波·奉化市,溪口景区,218721653,文化古迹,5A景区,热度 0.9,浙江省宁波市奉化市溪口镇,寻找传奇色彩的小故事,"121.22742,29.687265"
安徽·合肥·合肥市,中国非物质文化遗产园,787188145,文化古迹,4A景区,热度 0.0,安徽省合肥市岗集镇合肥北城新区卧龙山风景区,非遗三雕，徽梦水舞，浪漫非遗园,"117.124676,32.00893"
天津·天津·和平区,张学良故居,1598655509,文化古迹,4A景区,热度 0.72,天津市和平区赤峰道78号,体味张学良将军生活的原貌,"117.208211,39.129784"
云南·丽江·古城区,束河古镇,3277340884,文化古迹,,热度 0.0,云南省丽江市古城区束河古镇,来高峰之下的村寨束河，感受茶马古道,"100.211847,26.922349"
河南·洛阳·老城区,隋唐洛阳城明堂天堂景区,325171384,文化古迹,,热度 0.0,河南省洛阳市老城区中州中路与定鼎路交叉口处,展现无以伦比的富丽堂皇,"112.464474,34.686965"
重庆·重庆·南川区,金佛山,3863687047,文化古迹,5A景区,热度 0.72,重庆市南川区金佛山西坡旅游区,山势雄奇秀丽，景色深秀迷人,"107.207362,29.104603"
宁夏·银川·西夏区,西夏陵,2498362891,文化古迹,4A景区,热度 0.9800000000000001,宁夏回族自治区银川市西夏区贺兰山东麓,赏夏陵冬韵，探神秘古国,"105.867708,38.559179"
江西·上饶·婺源县,婺源风景区,456786705,文化古迹,5A景区,热度 1.0,江西省上饶市婺源县文公北路,中国绝美乡村，开始你的文艺之旅,"117.861924,29.247904"
河北·唐山·遵化市,清东陵,593216851,文化古迹,5A景区,热度 1.0,河北省唐山市遵化市西北30公里处,众多清朝帝王和皇后的宏伟陵墓建筑群,"117.712436,40.136521"
福建·漳州·漳浦县,漳州土楼群,3950916134,文化古迹,,热度 0.7,福建省漳州市漳浦县,以造型奇异，风格独特而闻名于世,"117.101623,24.662736"
上海·上海·松江区,广富林文化遗址,3762549429,文化古迹,,热度 0.0,上海市松江区广富林路3260弄,上海历史文化之根,"121.20174,31.063886"
广东·清远·连州市,湟川三峡,2397938855,文化古迹,4A景区,热度 0.72,广东省清远连州市九陂镇龙潭管理区连江河段,湟川三峡多美景，湟川文化更悠久,"112.418323,24.768381"
陕西·西安·莲湖区,西安鼓楼,1981518486,文化古迹,,热度 1.0,陕西西安市西大街北院门南口,钟为文鼓为武，文武盛地钟鼓楼,"108.949903,34.266395"
广西·桂林·阳朔县,阳朔,273058741,文化古迹,,热度 0.0,广西壮族自治区桂林市阳朔县,"“阳朔山水甲桂林”,古镇人家清幽静美","110.502714,24.784504"
江苏·南京·夫子庙,南京中国科举博物馆（江南贡院）,3717010904,文化古迹,,热度 0.72,江苏省南京市秦淮区夫子庙金陵路1号,中国科举制度场所，科举文物史料机构,"118.796813,32.028209"
四川·阿坝藏族羌族自治州·理县,桃坪羌寨,1617017959,文化古迹,,热度 0.7,四川省阿坝市理县桃坪乡,历史悠久，被人们誉为“神秘的东方古堡”,"103.456298,31.564523"
安徽·马鞍山·雨山区,采石矶,2312433633,文化古迹,4A景区,热度 1.0,安徽省马鞍山市雨山区采石镇唐贤街1号,千古画卷，诗仙长眠之地,"118.466567,31.656788"
云南·红河·建水县,朱家花园,1098554387,文化古迹,4A景区,热度 0.82,云南省红河州建水县翰林街16号,一组规模巨大的清代民居建筑群,"102.833826,23.622492"
重庆·重庆·渝北区,两江国际影视城（民国街）,2243754659,文化古迹,,热度 0.0,重庆市渝北区民生路,以“民国历史”、“巴蜀特色”为主题的街区,"106.828801,29.691352"
浙江·杭州·西湖,杭州飞来峰,3834620844,文化古迹,,热度 0.72,浙江省杭州市西湖区灵隐路法云弄1号,江南少见的古代石窟艺术瑰宝,"120.107258,30.243005"
四川·成都·青羊区,宽窄巷子,2803809216,文化古迹,,热度 0.9400000000000001,四川省成都市青羊区金河路口宽窄巷子,老成都新成都，时光在此和谐共生,"104.062325,30.669367"
上海·上海·青浦区,朱家角古镇,2012753547,文化古迹,4A景区,热度 0.72,上海市青浦区朱家角镇美周路36号,素有“上海威尼斯”及“沪郊好莱坞”之誉,"121.061605,31.116917"
北京·北京·怀柔区,黄花城水长城,2897325591,文化古迹,3A景区,热度 0.7,北京市怀柔区九渡河镇西水峪,蛟龙千寻戏碧水，探古觅幽有奇观,"116.31954,40.417497"
辽宁·大连,东方威尼斯水城,2192880205,文化古迹,,热度 0.0,辽宁省大连市东港商务区港浦路,以威尼斯为蓝本，在这里享受浪漫,"121.68456,38.927648"
山西·晋城·阳城县,皇城相府,3029001101,文化古迹,5A景区,热度 1.0,山西省晋城市阳城县北留镇皇城村,大美皇城，传统中国年,"112.588586,35.519979"
云南·红河·建水县,建水小火车,1006254502,文化古迹,,热度 0.0,云南省红河市建水县临安火车站,百年寸轨黄金线，千年古城观光车,"102.837955,23.628677"
辽宁·沈阳·沈河区,张氏帅府,1635336074,文化古迹,4A景区,热度 0.8,辽宁省沈阳市沈河区朝阳街少帅府巷46号,张学良的官邸和私宅,"123.464684,41.800237"
重庆·重庆·大足石刻,宝顶山景区,256420501,文化古迹,,热度 0.72,重庆市大足县宝顶镇大足石刻景区,是一座造像近万尊的大型佛教密宗道场,"105.803535,29.757869"
天津·天津·和平区,静园-末代皇帝溥仪旧居,677294926,文化古迹,,热度 0.0,天津市和平区鞍山道70号,津城洋楼，醉美静园,"117.195893,39.128964"
辽宁·丹东·宽甸县,虎山长城,618081245,文化古迹,4A景区,热度 0.76,辽宁省丹东市宽甸县虎山乡的虎山南麓,虎山状如卧虎，地势险要，为关隘重地,"124.528379,40.232817"
浙江·宁波·溪口景区,雪窦山,1102031209,文化古迹,,热度 0.74,浙江省宁波奉化市溪口镇武岭西路39-1号,"让心灵去远行,去雪窦山进行一场禅修之旅吧","121.290404,29.687924"
广西·桂林·阳朔县,兴坪古镇,253741351,文化古迹,3A景区,热度 0.78,广西省桂林市阳朔县兴坪镇景区,老街长长，古巷深深,"110.532904,24.922843"
四川·成都·武侯区,成都武侯祠,2721389637,文化古迹,4A景区,热度 0.9,四川省成都市武侯区武侯祠大街231号,体验三国蜀文化，享受最丰盛的文化晚餐,"104.054421,30.652343"
山东·青岛·崂山,仰口游览区,3353998954,文化古迹,,热度 0.0,山东省青岛市崂山区仰口风景游览区,九宫八观七十二庵，道教全真天下第二丛林,"120.672997,36.242339"
浙江·杭州·下城区,京杭大运河,417020985,文化古迹,,热度 0.0,浙江省杭州市下城区武林门码头（环城北路208号坤和中心裙楼旁）,流动的奇迹,"120.16857,30.279619"
四川·成都·大邑县,安仁古镇,397599110,文化古迹,,热度 0.0,四川省成都市大邑县安仁镇,建筑风格中西结合，号称川西建筑文化精品,"103.62469,30.512966"
江苏·苏州·沧浪区,盘门,2785800829,文化古迹,4A景区,热度 0.78,江苏省苏州市沧浪区东大街49号,古迹众多，景观丰富，苏州古城的标志,"120.622528,31.293535"
北京·北京·古北口文化文物旅游区,古北口长城,3099057431,文化古迹,3A景区,热度 0.7,北京市密云县古北口镇,长城体系、历史古迹、人文景观、军镇文化,"117.172205,40.689651"
北京·北京·故宫,珍宝馆,1577458228,文化古迹,,热度 0.0,北京市东城区景山前街4号,是故宫博物院重要的常年开馆的陈列馆之一,"116.403413,39.921947"
江苏·苏州·周庄,张厅,261092457,文化古迹,,热度 0.72,江苏省苏州市昆山市周庄,周庄镇仅存的少量明代建筑之一,"120.925574,31.751931"
辽宁·大连·旅顺口区,电岩炮台,1384208182,文化古迹,,热度 0.72,大连旅顺黄金街,旅顺口＂百发不中＂的炮台,"121.274801,38.800271"
北京·北京·海淀区,香山公园,3442278694,文化古迹,4A景区,热度 0.72,北京市海淀区买卖街40号,深秋时节，红叶漫山遍野，灿烂夺目,"116.203098,39.996942"
辽宁·锦州,青岩寺风景区,2470094640,文化古迹,,热度 1.0,辽宁省锦州市北镇市,建筑位置险要，结构布局奇特,"121.633058,41.467058"
北京·北京·昌平区,居庸关长城,2438040075,文化古迹,4A景区,热度 0.72,北京市昌平区南口镇居庸关长城,千年军事关口，地形险要，历史独特,"116.081732,40.295477"
北京·北京·门头沟区,京西古道,813941464,文化古迹,,热度 0.7,北京市门头沟区,具有重要的战略和交通地位,"116.055224,39.973156"
湖南·岳阳·岳阳楼区,岳阳楼—君山岛景区,751669301,文化古迹,5A景区,热度 1.0,湖南省岳阳市岳阳楼区洞庭北路60号,未到江南先一笑，岳阳楼上对君山,"113.013372,29.3586"
湖北·襄阳·襄城区,古隆中,3228598317,文化古迹,4A景区,热度 1.0,湖北省襄阳襄城区隆中路461号,诸葛亮“躬耕陇亩”，刘备“三顾茅庐”之地,"112.041845,31.99698"
安徽·黄山·黟县,塔川,1303105918,文化古迹,,热度 0.72,安徽省黄山市黟县际联镇塔川村,天人合一的画里乡村,"118.014216,30.024012"
山西·忻州·代县,雁门关,227376430,文化古迹,5A景区,热度 0.72,山西省忻州代县雁门关景区（二广高速新广武出口8公里）,与宁武关、偏关合称为“外三关”,"112.894892,39.168842"
云南·昆明·西山区,昆明西山龙门景区,1353886282,文化古迹,4A景区,热度 0.74,云南省昆明市西山区西山公路,瞻仰文化碑林，看满清八旗遗迹,"102.640355,24.964658"
浙江·杭州·西湖,胡雪岩故居,3898235716,文化古迹,,热度 0.72,浙江省杭州市上城区元宝街18号,红木官轿值得一看,"120.179401,30.242803"
曼谷,大皇宫,2848371217,文化古迹,,热度 0.0,"Na Phra Lan Rd, Phra Nakhon, Bangkok, 10200",曾一直是暹罗王国的皇室居所,"100.491288415372,13.7500302120421"
浙江·温州·文成县,刘伯温故里旅游景区—百丈漈,501628843,文化古迹,,热度 0.0,浙江省温州市文成县南田,一漈百丈高、二漈百丈深、三漈百丈宽,"120.030207,27.852205"
辽宁·沈阳·皇姑区,沈阳昭陵（北陵公园）,3174299159,文化古迹,4A景区,热度 0.82,辽宁省沈阳市皇姑区北郊泰山路12号,清代皇家陵寝和现代园林合一的游览胜地,"123.434063,41.85812"
山东·济宁·三孔,曲阜孔庙,732439708,文化古迹,,热度 0.0,山东省济宁市曲阜市神道路半壁街,中国古代封建王朝祭祀孔子的礼制庙宇,"116.996346,35.598318"
陕西·西安·莲湖区,高家大院,4156977699,文化古迹,,热度 0.74,陕西省西安市莲湖区北院门144号民居,逛百年历史大院，欣赏剪纸、皮影艺术,"108.94997,34.269155"
内蒙古·包头·青山区,北方兵器城,1758493508,文化古迹,4A景区,热度 0.7,内蒙古包头市青山区兵工路,展示北重集团为国防事业作出的突出贡献,"109.88557462447,40.687036009509"
广东·深圳·宝安区,海上田园,3414638819,文化古迹,4A景区,热度 0.74,广东省深圳市宝安区沙井镇,炊烟升起，暮照大地，农家有绿意,"113.780542,22.733255"
山西·大同·城区,大同华严寺,1352199069,文化古迹,4A景区,热度 0.72,山西省大同市城区下寺坡街14号,历史之珍品，文物之精华，中华文化之结晶,"113.30328,40.098777"
北京·北京·密云县,司马台长城,2335961053,文化古迹,4A景区,热度 0.76,北京市密云县东北部的古北口镇境内,城墙依险峻山势而筑，以奇、特、险著称于世,"117.284641,40.660322"
江苏·南京·夫子庙,夫子庙大成殿,2428867156,文化古迹,,热度 0.7,江苏省南京市秦淮区贡院街152号,是供奉著名思想家、教育家孔子的庙宇,"118.795346,32.026901"
江苏·苏州·周庄,四季周庄,3090290082,文化古迹,,热度 0.0,江苏省苏州昆山市全功路375号,江南水乡人民与水和谐相处生活画卷的描绘,"120.852832,31.121099"
云南·大理·大理市,大理古城,3236514466,文化古迹,,热度 0.96,云南大理市下关,在静谧中悠远，美得不经意却那么沁人心脾,"100.170462,25.693527"
江苏·苏州·工业园区,重元寺,2077229037,文化古迹,4A景区,热度 0.0,江苏省苏州市工业园区唯亭镇阳澄半岛,表现出水天佛国的江东观音道场特色,"120.788608,31.412087"
北京·北京·东城区,雍和宫,3125362020,文化古迹,,热度 0.76,北京市雍和宫大街12号,佛光普照，巍峨壮观雍和宫,"116.423433,39.954954"
河南·洛阳·洛龙区,洛阳白马寺,3773060417,文化古迹,4A景区,热度 0.8800000000000001,河南省洛阳市洛龙区白马寺镇310国道,一座历史悠久的古刹,"112.609473,34.726745"
江苏·苏州·吴中区,木渎古镇,3127571745,文化古迹,4A景区,热度 0.76,江苏省苏州市吴中区中山西路,与灵山相辅相成，展现园林古镇的魅力,"120.512729,31.260181"
江苏·苏州·周庄,富安桥,2727221417,文化古迹,,热度 0.72,江苏省苏州昆山市周庄,古镇桥与楼联袂结构完美的独特建筑,"120.85685,31.119269"
山西·朔州·应县,应县木塔,3194548979,文化古迹,4A景区,热度 1.0,山西省朔州市应县城内塔前街,建筑结构国内现存仅此一例,"113.195365,39.571065"
福建·福州·长乐市,长乐显应宫,2697563918,文化古迹,3A景区,热度 0.0,福建省福州长乐市漳港镇仙岐村,访宋代遗迹，寻神秘传说,"119.654283,25.920583"
福建·漳州·南靖土楼群,田螺坑土楼群,3757888270,文化古迹,,热度 0.9800000000000001,福建省漳州市南靖县书洋镇,当地人戏称“四菜一汤”,"117.067305,24.589879"
四川·眉山·洪雅县,瓦屋山,2793794878,文化古迹,3A景区,热度 1.0,四川省眉山市洪雅县瓦屋山镇,世界自然遗产，全国大型国家森林公园,"102.998884,29.684073"
河南·开封·鼓楼区,包公祠,1716799510,文化古迹,4A景区,热度 0.9199999999999999,河南省开封市鼓楼区向阳路1号,开封有个包青天，铁面无私辨忠奸,"114.345583,34.799117"
